time,obj,optimal,proceesor_num,order_num,job_num
0.09065842628479004,166.08458582091956,True,3,3,20
0.17862701416015625,85.94383014868794,True,4,3,20
0.878455400466919,117.05235527336626,True,5,3,20
0.7849063873291016,193.49274162769873,True,3,5,20
2.0851621627807617,130.86250087828998,True,4,5,20
4.345852613449097,127.61475228063782,True,5,5,20
0.7873349189758301,156.31809686860194,True,3,7,20
10.14578104019165,153.32798793175817,True,4,7,20
92.485591173172,173.7027086355124,True,5,7,20
9.139981508255005,251.06326871532428,True,3,9,20
302.03199791908264,194.6573971876927,True,4,9,20
6004.635268211365,175.9660435812978,False,5,9,20
0.4309275150299072,200.1828265383438,True,3,3,30
0.41370606422424316,174.06081126299333,True,4,3,30
0.5210850238800049,138.35985358175208,True,5,3,30
0.9053568840026855,269.83805328978656,True,3,5,30
4.085713148117065,190.54629679956466,True,4,5,30
16.839985847473145,169.81449149264185,True,5,5,30
9.03885555267334,334.9680483392567,True,3,7,30
3.256866693496704,201.15598503127902,True,4,7,30
26.07371425628662,169.28850044187698,True,5,7,30
11.397369384765625,346.5578224513416,True,3,9,30
6014.790498495102,359.18159489133234,False,4,9,30
6010.658727407455,253.8010228967184,False,5,9,30
0.7763357162475586,262.16678688645476,True,3,3,40
1.3884406089782715,238.27058388817272,True,4,3,40
0.5087063312530518,164.972399985239,True,5,3,40
2.8303205966949463,415.86721172112624,True,3,5,40
3.0609047412872314,307.57458765110863,True,4,5,40
5.1375732421875,218.18298018581876,True,5,5,40
3.103672504425049,397.343680547638,True,3,7,40
19.64352774620056,336.78402928377375,True,4,7,40
107.12426114082336,306.47223407835,True,5,7,40
17.32124948501587,514.3980141672715,True,3,9,40
3049.641196012497,372.3256381224022,True,4,9,40
6006.033570051193,243.38632336928578,False,5,9,40
0.7583253383636475,303.2932831187987,True,3,3,50
0.6410725116729736,386.9305844887991,True,4,3,50
3.26928973197937,314.37018455505677,True,5,3,50
1.0181379318237305,472.9558724181039,True,3,5,50
1.9250385761260986,376.31094380512707,True,4,5,50
14.907293319702148,315.13564791807164,True,5,5,50
58.28550457954407,507.28589638797234,True,3,7,50
48.69460582733154,462.3672379647773,True,4,7,50
1780.515786409378,375.96756535810005,True,5,7,50
176.36049842834473,665.7617748718387,True,3,9,50
1606.7342383861542,497.92421129451986,True,4,9,50
6007.740966796875,333.0036212523221,False,5,9,50
